HS - Combined  Product Code,HS - Combined  Product Description,ISIC Revision 3 Product Code,ISIC Revision 3 Product Description
570299,Of other textile materials,1722,Manufacture of carpets and rugs
570310,Of wool or fine animal hair,1722,Manufacture of carpets and rugs
570320,Of nylon or other polyamides,1722,Manufacture of carpets and rugs
570330,Of other manmade textile materials,1722,Manufacture of carpets and rugs
570390,Of other textile materials,1722,Manufacture of carpets and rugs
570410,"Tiles, having a maximum surface area of 0.3 m²",1722,Manufacture of carpets and rugs
570490,Other,1722,Manufacture of carpets and rugs
570500,"Other carpets and other textile floor coverings, whether or not made up.",1722,Manufacture of carpets and rugs
580110,Of wool or fine animal hair,1711,Preparation and spinning of textile fibres; weaving of textiles
580121,Uncut weft pile fabrics,1711,Preparation and spinning of textile fibres; weaving of textiles
580122,Cut corduroy,1711,Preparation and spinning of textile fibres; weaving of textiles
580123,Other weft pile fabrics,1711,Preparation and spinning of textile fibres; weaving of textiles
580124,"Warp pile fabrics, épinglé (uncut)",1711,Preparation and spinning of textile fibres; weaving of textiles
580125,"Warp pile fabrics, cut",1711,Preparation and spinning of textile fibres; weaving of textiles
580126,Chenille fabrics,1711,Preparation and spinning of textile fibres; weaving of textiles
580131,Uncut weft pile fabrics,1711,Preparation and spinning of textile fibres; weaving of textiles
580132,Cut corduroy,1711,Preparation and spinning of textile fibres; weaving of textiles
580133,Other weft pile fabrics,1711,Preparation and spinning of textile fibres; weaving of textiles
580134,"Warp pile fabrics, épinglé (uncut)",1711,Preparation and spinning of textile fibres; weaving of textiles
580135,"Warp pile fabrics, cut",1711,Preparation and spinning of textile fibres; weaving of textiles
580136,Chenille fabrics,1711,Preparation and spinning of textile fibres; weaving of textiles
580190,Of other textile materials,1711,Preparation and spinning of textile fibres; weaving of textiles
580211,Unbleached,1711,Preparation and spinning of textile fibres; weaving of textiles
580219,Other,1711,Preparation and spinning of textile fibres; weaving of textiles
580220,"Terry towelling and similar woven terry fabrics, of other  textile materials",1711,Preparation and spinning of textile fibres; weaving of textiles
580230,Tufted textile fabrics,1711,Preparation and spinning of textile fibres; weaving of textiles
580310,(-2006) Of cotton,1711,Preparation and spinning of textile fibres; weaving of textiles
580390,(-2006) Of other textile materials,1711,Preparation and spinning of textile fibres; weaving of textiles
580410,Tulles and other net fabrics,1729,Manufacture of other textiles n.e.c.
580421,Of manmade fibres,1729,Manufacture of other textiles n.e.c.
580429,Of other textile materials,1729,Manufacture of other textiles n.e.c.
580430,Handmade lace,1729,Manufacture of other textiles n.e.c.
580500,"Handwoven tapestries of the type Gobelins, Flanders, Aubusson, Beauvais and the like, and needleworked tapestries (for example, petit point, cross stitch), whether or not made up.",1721,"Manufacture of made-up textile articles, except apparel"
580610,Woven pile fabrics (including terry towelling and similar terry fabrics) and chenille fabrics,1729,Manufacture of other textiles n.e.c.
580620,"Other woven fabrics, containing by weight 5 % or more of lastomeric yarn or rubber thread",1729,Manufacture of other textiles n.e.c.
580631,Of cotton,1729,Manufacture of other textiles n.e.c.
580632,Of manmade fibres,1729,Manufacture of other textiles n.e.c.
580639,Of other textile materials,1729,Manufacture of other textiles n.e.c.
580640,Fabrics consisting of warp without weft assembled by means of an adhesive (bolducs),1729,Manufacture of other textiles n.e.c.
580710,Woven,1729,Manufacture of other textiles n.e.c.
580790,Other,1729,Manufacture of other textiles n.e.c.
580810,Braids in the piece,1729,Manufacture of other textiles n.e.c.
580890,Other,1729,Manufacture of other textiles n.e.c.
580900,"Woven fabrics of metal thread and woven fabrics of metallised yarn of heading 56.05, of a kind used in apparel, as furnishing fabrics or for similar purposes, not elsewhere specified or included.",1729,Manufacture of other textiles n.e.c.
581010,Embroidery without visible ground,1729,Manufacture of other textiles n.e.c.
581091,Of cotton,1729,Manufacture of other textiles n.e.c.
581092,Of manmade fibres,1729,Manufacture of other textiles n.e.c.
581099,Of other textile materials,1729,Manufacture of other textiles n.e.c.
581100,"Quilted textile products in the piece, composed of one or more layers of textile materials assembled with padding by stitching or otherwise, other than embroidery of heading 58.10.",1729,Manufacture of other textiles n.e.c.
590110,"Textile fabrics coated with gum or amylaceous substances, of a kind used for the outer covers of books or the like",1729,Manufacture of other textiles n.e.c.
590190,Other,1729,Manufacture of other textiles n.e.c.
590210,Of nylon or other polyamides,1729,Manufacture of other textiles n.e.c.
590220,Of polyesters,1729,Manufacture of other textiles n.e.c.
590290,Other,1729,Manufacture of other textiles n.e.c.
590310,With poly(vinyl chloride),1729,Manufacture of other textiles n.e.c.
590320,With polyurethane,1729,Manufacture of other textiles n.e.c.
590390,Other,1729,Manufacture of other textiles n.e.c.
590410,Linoleum,3699,Other manufacturing n.e.c.
590490,(2002-) Other,3699,Other manufacturing n.e.c.
590491,(-2001) Other :-- With a base consisting of needleloom fel,3699,Other manufacturing n.e.c.
590492,(-2001) Other :-- With other textile base,3699,Other manufacturing n.e.c.
590500,Textile wall coverings.,2109,Manufacture of other articles of paper and paperboard
590610,Adhesive tape of a width not exceeding 20 cm,2519,Manufacture of other rubber products
590691,Knitted or crocheted,2519,Manufacture of other rubber products
590699,Other,2519,Manufacture of other rubber products
590700,"Textile fabrics otherwise impregnated, coated or covered; painted canvas being theatrical scenery, studio backcloths or the like.",1729,Manufacture of other textiles n.e.c.
590800,"Textile wicks, woven, plaited or knitted , for lamps, stoves, lighters, candles or the like; incandescent gas mantles and tubular knitted gas mantle fabric therefor, whether or not impregnated.",1729,Manufacture of other textiles n.e.c.
590900,"Textile hosepiping and similar textile tubing, with or without lining, armour or accessories of other materials.",1729,Manufacture of other textiles n.e.c.
591000,"Transmission or conveyor belts or belting, of textile material, whether or not impregnated, coated, covered or laminated with plastics, or reinforced with metal or other material.",1729,Manufacture of other textiles n.e.c.
591110,"Textile fabrics, felt and feltlined woven fabrics, coated, covered or laminated with rubber, leather or other material, of a kind used for card clothing, and similar fabrics of a kind used for other technical purposes, including narrow fabrics made of ve",1729,Manufacture of other textiles n.e.c.
591120,"Bolting cloth, whether or not made up",1729,Manufacture of other textiles n.e.c.
591131,Weighing less than 650 g/m2,1729,Manufacture of other textiles n.e.c.
591132,Weighing 650 g/m2 or more,1729,Manufacture of other textiles n.e.c.
591140,"Straining cloth of a kind used in oil presses or the  like, including that of human hair",1729,Manufacture of other textiles n.e.c.
591190,Other,1729,Manufacture of other textiles n.e.c.
600110,Long pile fabrics,1730,Manufacture of knitted and crocheted fabrics and articles
600121,Of cotton,1730,Manufacture of knitted and crocheted fabrics and articles
600122,Of manmade fibres,1730,Manufacture of knitted and crocheted fabrics and articles
600129,Of other textile materials,1730,Manufacture of knitted and crocheted fabrics and articles
600191,Of cotton,1730,Manufacture of knitted and crocheted fabrics and articles
600192,Of manmade fibres,1730,Manufacture of knitted and crocheted fabrics and articles
600199,Of other textile materials,1730,Manufacture of knitted and crocheted fabrics and articles
600210,"(-2001) Of a width not exceeding 30 cm, containing by weig",1730,Manufacture of knitted and crocheted fabrics and articles
600220,"(-2001) Other, of a width not exceeding 30 cm",1730,Manufacture of knitted and crocheted fabrics and articles
600230,"(-2001) Of a width exceeding 30 cm, containing by weight 5",1730,Manufacture of knitted and crocheted fabrics and articles
600240,(2002-) Containing by weight 5 % or more of elastomeric yarn but not containing rubber thread,1730,Manufacture of knitted and crocheted fabrics and articles
600241,"(-2001) Other fabrics, warp knit (including those made on ",1730,Manufacture of knitted and crocheted fabrics and articles
600242,"(-2001) Other fabrics, warp knit (including those made on ",1730,Manufacture of knitted and crocheted fabrics and articles
600243,"(-2001) Other fabrics, warp knit (including those made on ",1730,Manufacture of knitted and crocheted fabrics and articles
600249,"(-2001) Other fabrics, warp knit (including those made on ",1730,Manufacture of knitted and crocheted fabrics and articles
600290,(2002-) Other,1730,Manufacture of knitted and crocheted fabrics and articles
600291,(-2001) Other :-- Of wool or fine animal hair,1730,Manufacture of knitted and crocheted fabrics and articles
600292,(-2001) Other :-- Of cotton,1730,Manufacture of knitted and crocheted fabrics and articles
600293,(-2001) Other :-- Of man-made fibres,1730,Manufacture of knitted and crocheted fabrics and articles
600299,(-2001) Other,1730,Manufacture of knitted and crocheted fabrics and articles
600310,(2002-) Of wool or fine animal hair,1730,Manufacture of knitted and crocheted fabrics and articles
600320,(2002-) Of cotton,1730,Manufacture of knitted and crocheted fabrics and articles
600330,(2002-) Of synthetic fibres,1730,Manufacture of knitted and crocheted fabrics and articles
600340,(2002-) Of artificial fibres,1730,Manufacture of knitted and crocheted fabrics and articles
600390,(2002-) Other,1730,Manufacture of knitted and crocheted fabrics and articles
600410,(2002-) Containing by weight 5 % or more of elastomeric yarn but not containing rubber thread,1730,Manufacture of knitted and crocheted fabrics and articles
600490,(2002-) Other,1730,Manufacture of knitted and crocheted fabrics and articles
600510,(2002-2006) Of wool or fine animal hair,1730,Manufacture of knitted and crocheted fabrics and articles
